SubmissionDate,meta-instanceID,Noise-audio,Noise-Noise_Measurement,Noise-Noise_Source,Noise-Noise_Source_2,Noise-Noise_Source_3,lat,lng,Noise-Location-Altitude,Noise-Location-Accuracy,Noise-Comment,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status
2021-05-12T16:40:34.479Z,uuid:27285e69-6cd6-4bd6-83e1-bd8e7508a309,1620834339428.wav,52,3,,,0.3600267,32.56206,1212.20981112913,4,,uuid:27285e69-6cd6-4bd6-83e1-bd8e7508a309,42,ncrispus,1,1,
2021-05-12T16:40:31.863Z,uuid:7add54a5-8d85-4b31-b809-b4b95e39d52c,1620834179432.wav,50,7,,,0.3610717,32.5629817,1197.75665565056,3.9,,uuid:7add54a5-8d85-4b31-b809-b4b95e39d52c,42,ncrispus,1,1,
2021-05-12T16:40:29.413Z,uuid:3741833c-dee5-4d66-b2fa-add9afce489e,1620834125073.wav,36,3,,,0.3615633,32.5638183,1223.24532736408,3.9,,uuid:3741833c-dee5-4d66-b2fa-add9afce489e,42,ncrispus,1,1,
2021-05-12T16:40:26.939Z,uuid:fc47bcda-983b-4273-b0ea-ee079d670825,1620834061326.wav,47,2,,,0.3615648,32.5638372,1206.78183026125,4.614,,uuid:fc47bcda-983b-4273-b0ea-ee079d670825,42,ncrispus,1,1,
2021-05-12T16:40:24.760Z,uuid:453641bd-8b14-4787-b9ba-4f5926adddaf,1620834029678.wav,51,3,,,0.3616733,32.564165,1203.94578578179,4.2,,uuid:453641bd-8b14-4787-b9ba-4f5926adddaf,42,ncrispus,1,1,
2021-05-12T16:40:22.690Z,uuid:d44f7e20-27e4-4ae2-9fd2-87f251feb197,1620833923925.wav,57,3,,,0.3621168,32.5649767,1216.05064619218,3.9,,uuid:d44f7e20-27e4-4ae2-9fd2-87f251feb197,42,ncrispus,1,1,
2021-05-12T16:40:21.181Z,uuid:7fc97689-ce3b-4cd3-8abe-77588708c8ac,1620833876288.wav,50,3,,,0.3635267,32.5655183,1191.46518226258,3.9,,uuid:7fc97689-ce3b-4cd3-8abe-77588708c8ac,42,ncrispus,1,1,
2021-05-12T16:40:18.726Z,uuid:a7da502e-0ee0-4720-8ed7-4dc73c30fa24,1620833829903.wav,43,2,,,0.3635304,32.5655234,1212.57968323232,3.9,,uuid:a7da502e-0ee0-4720-8ed7-4dc73c30fa24,42,ncrispus,1,1,
2021-05-12T16:40:16.608Z,uuid:b00b28a7-df6a-45ff-beec-af6f5db7fa6e,1620833774501.wav,40,2,,,0.3635585,32.5655301,1222.46205470982,3.9,,uuid:b00b28a7-df6a-45ff-beec-af6f5db7fa6e,42,ncrispus,1,1,
2021-05-12T16:40:14.775Z,uuid:0fadf314-3b6c-4f12-a47e-9c857c836078,1620833719329.wav,42,3,,,0.3635992,32.5655301,1215.66340307429,4.72,,uuid:0fadf314-3b6c-4f12-a47e-9c857c836078,42,ncrispus,1,1,
2021-05-12T16:40:12.679Z,uuid:f50d02f7-46b3-4712-bca4-7c44792b6a3d,1620833628785.wav,42,3,,,0.364475,32.565745,1197.37534857101,4.15,,uuid:f50d02f7-46b3-4712-bca4-7c44792b6a3d,42,ncrispus,1,1,
2021-05-12T16:40:10.937Z,uuid:d280028c-36c1-40e5-afc9-b1f24c388f30,1620833553701.wav,52,3,,,0.3654964,32.5658759,1217.15916497032,3.9,,uuid:d280028c-36c1-40e5-afc9-b1f24c388f30,42,ncrispus,1,1,
2021-05-12T16:40:09.060Z,uuid:e663cb03-50f3-482e-b62a-ef2eaaf4069c,1620833491783.wav,46,7,,,0.3656531,32.5658735,1206.15619951459,3.9,,uuid:e663cb03-50f3-482e-b62a-ef2eaaf4069c,42,ncrispus,1,1,
2021-05-12T16:40:06.930Z,uuid:bdd3cc11-6a93-42f7-8779-eb29efed162a,1620833458978.wav,59,7,,,0.3664229,32.5657999,1209.95152852857,4.122,,uuid:bdd3cc11-6a93-42f7-8779-eb29efed162a,42,ncrispus,1,1,
2021-05-12T16:40:05.036Z,uuid:457793cb-84b3-4475-9750-ed04c05812eb,1620833401867.wav,41,2,,,0.3668015,32.5659143,1221.11322619098,3.84,,uuid:457793cb-84b3-4475-9750-ed04c05812eb,42,ncrispus,1,1,
2021-05-12T16:40:02.556Z,uuid:0f7603e6-cc04-4b73-be11-a4009556ca01,1620833327318.wav,44,5,,,0.367181,32.5659654,1208.4931074785,4.487,,uuid:0f7603e6-cc04-4b73-be11-a4009556ca01,42,ncrispus,1,1,
2021-05-12T16:40:00.733Z,uuid:04b61edd-c760-4006-ba21-4d15ae658218,1620833268383.wav,42,3,,,0.3678117,32.56612,1202.45865879162,4.8,,uuid:04b61edd-c760-4006-ba21-4d15ae658218,42,ncrispus,1,1,
2021-05-12T16:39:59.069Z,uuid:4deaec33-1a29-415f-928c-9db5877e425c,1620833198099.wav,43,3,,,0.36922,32.56624,1223.71785822087,4.2,,uuid:4deaec33-1a29-415f-928c-9db5877e425c,42,ncrispus,1,1,
2021-05-12T16:39:57.379Z,uuid:50475e7a-0445-4273-b222-86f0d2cf3032,1620833144947.wav,53,3,,,0.369285,32.5662267,1220.1661034381,4.3,,uuid:50475e7a-0445-4273-b222-86f0d2cf3032,42,ncrispus,1,1,
2021-05-12T16:39:56.053Z,uuid:25457295-9f50-458c-8693-bca23c80d716,1620833091186.wav,54,3,,,0.3693251,32.5662257,1196.04033508448,4.2,,uuid:25457295-9f50-458c-8693-bca23c80d716,42,ncrispus,1,1,
2021-05-12T16:39:54.428Z,uuid:1b1e9b94-cb7f-42d0-9679-13d7c0b160a4,1620833028963.wav,42,3,,,0.370605,32.5668867,1206.30637180741,4.8,,uuid:1b1e9b94-cb7f-42d0-9679-13d7c0b160a4,42,ncrispus,1,1,
2021-05-12T16:39:52.708Z,uuid:162769ae-1603-49e2-abf1-b991b32e3e58,1620832965059.wav,50,3,,,0.370635,32.566915,1203.99230297195,4.7,,uuid:162769ae-1603-49e2-abf1-b991b32e3e58,42,ncrispus,1,1,
2021-05-12T16:39:51.403Z,uuid:58ec32e3-02fb-40fe-b16b-c611423d6a51,1620832898823.wav,48,3,,,0.3707074,32.5669621,1208.575292284,4,,uuid:58ec32e3-02fb-40fe-b16b-c611423d6a51,42,ncrispus,1,1,
2021-05-12T16:39:50.148Z,uuid:e4b84569-0b02-4a51-b196-4a0b83597be6,1620832853385.wav,43,12,,,0.3707616,32.5669968,1215.79429944885,4.05,,uuid:e4b84569-0b02-4a51-b196-4a0b83597be6,42,ncrispus,1,1,
2021-05-12T16:39:48.783Z,uuid:7ce27578-f417-4543-b0f1-c9e151e11af3,1620832770141.wav,50,2,,,0.3716552,32.5674184,1203.40079130326,3.9,,uuid:7ce27578-f417-4543-b0f1-c9e151e11af3,42,ncrispus,1,1,
2021-05-12T16:39:47.296Z,uuid:ec5d4081-c9ce-4aa2-beb6-82806fa7f0b6,1620832714782.wav,41,3,,,0.3716765,32.567425,1202.3877335364,4.82,,uuid:ec5d4081-c9ce-4aa2-beb6-82806fa7f0b6,42,ncrispus,1,1,
2021-05-12T16:39:44.761Z,uuid:161b9e01-1b10-4436-b65c-f98ace9f5eff,1620832646913.wav,40,3,,,0.3720623,32.5677208,1214.26386599194,3.9,,uuid:161b9e01-1b10-4436-b65c-f98ace9f5eff,42,ncrispus,1,1,
2021-05-12T16:39:41.962Z,uuid:fab7d144-14c6-452a-9690-2e4a4da48e9e,1620832591498.wav,36,3,,,0.3724167,32.5679797,1203.20100822071,3.9,,uuid:fab7d144-14c6-452a-9690-2e4a4da48e9e,42,ncrispus,1,1,
2021-05-12T16:39:40.551Z,uuid:7a10fc7c-ca92-4c64-9387-4aa68d32a83c,1620832551820.wav,44,3,,,0.3727329,32.5681687,1224.47469584218,4.974,,uuid:7a10fc7c-ca92-4c64-9387-4aa68d32a83c,42,ncrispus,1,1,
2021-05-12T16:39:39.112Z,uuid:1d38c7d5-4e28-4f7d-8255-4d38667b9805,1620832386070.wav,57,9,10,10,0.3736956,32.5682997,1209.30958471447,3.96,,uuid:1d38c7d5-4e28-4f7d-8255-4d38667b9805,42,ncrispus,1,1,
2021-05-12T16:39:37.456Z,uuid:32c85221-c634-4ec1-ac8d-a96d2c4cbcac,1620832321556.wav,44,3,,,0.3745167,32.5679148,1207.99792484623,3.9,,uuid:32c85221-c634-4ec1-ac8d-a96d2c4cbcac,42,ncrispus,1,1,
2021-05-12T16:39:35.586Z,uuid:3913f984-4517-4295-8511-8e7652053b23,1620832263895.wav,48,3,,,0.3746573,32.5678832,1201.73468220088,4.022,,uuid:3913f984-4517-4295-8511-8e7652053b23,42,ncrispus,1,1,
2021-05-12T16:39:33.489Z,uuid:5c4e8218-7780-4235-b497-fead5b89f054,1620831979594.wav,47,3,,,0.3767332,32.5668797,1207.21573170277,4.3,,uuid:5c4e8218-7780-4235-b497-fead5b89f054,42,ncrispus,1,1,
2021-05-12T16:39:32.212Z,uuid:31d9788f-0a9c-4aeb-b4cf-240fdc1b10fd,1620831877314.wav,52,3,,,0.3774243,32.5664172,1208.22336437544,4.82,,uuid:31d9788f-0a9c-4aeb-b4cf-240fdc1b10fd,42,ncrispus,1,1,
2021-05-12T16:39:30.741Z,uuid:3482a08f-1ff8-46d0-a3d5-18c0983b51fc,1620831792217.wav,45,3,,,0.3780552,32.5660238,1221.08415387622,3.9,,uuid:3482a08f-1ff8-46d0-a3d5-18c0983b51fc,42,ncrispus,1,1,
2021-05-12T16:39:28.671Z,uuid:81f58790-003f-4750-ad3d-2698ea551f23,1620831716677.wav,46,12,,,0.3785832,32.5657548,1192.02458126461,4.9,,uuid:81f58790-003f-4750-ad3d-2698ea551f23,42,ncrispus,1,1,
2021-05-12T16:39:26.264Z,uuid:65dfb4c8-12c1-450b-ab21-ecd2955430da,1620831651456.wav,48,3,,,0.3790003,32.565582,1213.58182984672,3.9,,uuid:65dfb4c8-12c1-450b-ab21-ecd2955430da,42,ncrispus,1,1,
2021-05-12T16:39:23.848Z,uuid:a9d940aa-0064-42a3-b454-b8f3fe06cfa7,1620831579320.wav,44,3,,,0.379505,32.565315,1194.63116941156,3.9,,uuid:a9d940aa-0064-42a3-b454-b8f3fe06cfa7,42,ncrispus,1,1,
2021-05-12T16:39:21.826Z,uuid:3645eec9-e9cd-4d21-81e9-fe8bc6f74105,1620831516982.wav,48,5,,,0.3803118,32.5649766,1201.89044451851,3.9,,uuid:3645eec9-e9cd-4d21-81e9-fe8bc6f74105,42,ncrispus,1,1,
2021-05-12T16:39:20.037Z,uuid:4ef7dfba-6a88-42e8-9b60-3c2a92b2d65a,1620831469481.wav,52,5,,,0.3803333,32.5649652,1192.03104267234,4.22,,uuid:4ef7dfba-6a88-42e8-9b60-3c2a92b2d65a,42,ncrispus,1,1,
2021-05-12T16:39:18.472Z,uuid:7aee999b-1dea-405c-80e7-04721a43fba2,1620831399066.wav,47,3,,,0.3808835,32.5648159,1195.96713453994,4.6,,uuid:7aee999b-1dea-405c-80e7-04721a43fba2,42,ncrispus,1,1,
2021-05-12T16:39:16.825Z,uuid:9dbc38f3-e75f-429e-9097-93ccd7080b6b,1620831139221.wav,46,3,,,0.3815357,32.5641892,1192.37960184531,4.9,,uuid:9dbc38f3-e75f-429e-9097-93ccd7080b6b,42,ncrispus,1,1,
2021-05-12T16:39:14.809Z,uuid:18c14ee3-9cbf-4ffb-8be6-bc6abfbfc557,1620831049249.wav,48,2,,,0.3812702,32.5631946,1193.83113270403,4.4,,uuid:18c14ee3-9cbf-4ffb-8be6-bc6abfbfc557,42,ncrispus,1,1,
2021-05-12T16:39:12.915Z,uuid:f14b228c-6466-4f9c-9720-5b546ca17557,1620830976528.wav,49,3,,,0.3813138,32.5631243,1197.70547019609,3.9,,uuid:f14b228c-6466-4f9c-9720-5b546ca17557,42,ncrispus,1,1,
2021-05-12T16:39:11.094Z,uuid:78d29b36-b384-4b5a-88f7-ca0e3ded45eb,1620830934648.wav,54,3,,,0.3815469,32.5623497,1215.8395583274,3.9,,uuid:78d29b36-b384-4b5a-88f7-ca0e3ded45eb,42,ncrispus,1,1,
2021-05-12T16:39:09.064Z,uuid:f2085f45-cc21-4ded-b46a-cd7cdd6c76b1,1620830874416.wav,46,3,,,0.3815686,32.5623088,1201.45522185663,4.875,,uuid:f2085f45-cc21-4ded-b46a-cd7cdd6c76b1,42,ncrispus,1,1,
2021-05-12T16:38:49.588Z,uuid:cef8ae97-682d-4e3c-af99-1dadadeddce1,1620830841666.wav,51,3,,,0.3816484,32.5620681,1210.80943117042,3.15,,uuid:cef8ae97-682d-4e3c-af99-1dadadeddce1,42,ncrispus,1,1,
2021-05-12T16:38:47.410Z,uuid:ba0a6249-af0a-4708-b2aa-3937ec268f59,1620830779173.wav,44,2,,,0.381907,32.5616264,1207.17977793106,3.9,,uuid:ba0a6249-af0a-4708-b2aa-3937ec268f59,42,ncrispus,1,1,
2021-05-12T16:38:41.045Z,uuid:af995a35-9828-480a-b75f-c04a45f56330,1620830721569.wav,53,4,,,0.3821736,32.5607353,1202.82301251994,3.95,,uuid:af995a35-9828-480a-b75f-c04a45f56330,42,ncrispus,1,1,
2021-05-12T16:38:34.299Z,uuid:ed737816-e427-42e2-b4d2-f667983260cd,1620830651008.wav,49,3,,,0.3821947,32.5606339,1203.71027922098,4.82,,uuid:ed737816-e427-42e2-b4d2-f667983260cd,42,ncrispus,1,1,
2021-05-12T16:38:30.671Z,uuid:a726add4-ffeb-4852-b25b-bdd604c1e23f,1620830602527.wav,52,3,,,0.3818516,32.5603049,1201.49045652192,3.9,,uuid:a726add4-ffeb-4852-b25b-bdd604c1e23f,42,ncrispus,1,1,
2021-05-12T16:38:24.111Z,uuid:f269a271-26b0-4b74-bb90-4bf7700b86f0,1620830557959.wav,58,7,,,0.381099,32.5594641,1214.56928989416,3.95,,uuid:f269a271-26b0-4b74-bb90-4bf7700b86f0,42,ncrispus,1,1,
2021-05-12T16:38:21.298Z,uuid:71f941fc-72af-469a-a42b-9cfd38206a32,1620830511435.wav,51,2,,,0.3809767,32.5593817,1208.89532400883,4,,uuid:71f941fc-72af-469a-a42b-9cfd38206a32,42,ncrispus,1,1,
2021-05-12T16:38:18.689Z,uuid:0a4cccb4-7bb6-49eb-9685-8ffd6273d012,1620830455490.wav,53,3,,,0.3809222,32.5592958,1215.18532113401,4.883,,uuid:0a4cccb4-7bb6-49eb-9685-8ffd6273d012,42,ncrispus,1,1,
2021-05-12T16:38:16.365Z,uuid:62570d46-1436-4759-91e0-3f14cf21aeb0,1620830387957.wav,62,7,,,0.38035,32.558345,1216.60031632902,4.9,,uuid:62570d46-1436-4759-91e0-3f14cf21aeb0,42,ncrispus,1,1,
2021-05-12T16:38:13.716Z,uuid:46642e62-0399-491b-9f8d-c32d6175a187,1620830322963.wav,48,3,,,0.3802767,32.5582517,1215.54526746762,4.3,,uuid:46642e62-0399-491b-9f8d-c32d6175a187,42,ncrispus,1,1,
2021-05-12T16:38:11.325Z,uuid:97e1428b-1cbf-484e-84fc-b8f3745e9bd2,1620830249623.wav,57,7,,,0.3802589,32.5582171,1212.52230541521,4.975,,uuid:97e1428b-1cbf-484e-84fc-b8f3745e9bd2,42,ncrispus,1,1,
2021-05-12T16:38:09.037Z,uuid:82dea6c1-4b68-4e3e-be05-168883c17196,1620830189561.wav,51,16,,,0.3801686,32.5578678,1202.56803126174,3.9,,uuid:82dea6c1-4b68-4e3e-be05-168883c17196,42,ncrispus,1,1,
2021-05-12T16:38:06.320Z,uuid:0a92a420-0ca1-48a1-b79d-4fb68bdd9306,1620830018332.wav,51,10,,,0.3802346,32.5570084,1208.01552641848,4.532,,uuid:0a92a420-0ca1-48a1-b79d-4fb68bdd9306,42,ncrispus,1,1,
2021-05-12T16:38:03.613Z,uuid:04480919-1a06-4594-b837-bd5daccb6f47,1620829905887.wav,52,16,,,0.379068,32.5556345,1205.9501365423,3.9,,uuid:04480919-1a06-4594-b837-bd5daccb6f47,42,ncrispus,1,1,
2021-05-12T16:38:01.823Z,uuid:a952d891-284a-4c12-8bfd-f02f6361edcb,1620829858883.wav,53,3,,,0.3790567,32.5556283,1211.83018675898,3.9,,uuid:a952d891-284a-4c12-8bfd-f02f6361edcb,42,ncrispus,1,1,
2021-05-12T16:38:00.442Z,uuid:d4dbfb3f-cfd6-4f86-94dd-9f309fa948a8,1620829793943.wav,52,3,,,0.3790447,32.5556151,1207.85978838307,4.627,,uuid:d4dbfb3f-cfd6-4f86-94dd-9f309fa948a8,42,ncrispus,1,1,
2021-05-12T16:37:58.667Z,uuid:ac637632-b2d9-40f9-96a0-45192bacf305,1620829748187.wav,54,3,,,0.3787967,32.5553833,1206.30680179699,3.9,,uuid:ac637632-b2d9-40f9-96a0-45192bacf305,42,ncrispus,1,1,
2021-05-12T16:37:56.540Z,uuid:dbee4f42-e1b8-479f-b305-9cb586eb14cf,1620829695169.wav,49,16,,,0.3784133,32.554745,1213.20809501546,3.9,,uuid:dbee4f42-e1b8-479f-b305-9cb586eb14cf,42,ncrispus,1,1,
2021-05-12T16:37:54.686Z,uuid:3055750d-e25b-4fee-a4b6-0af7f0428070,1620829643882.wav,53,12,,,0.3783931,32.5546767,1215.17801639305,4.397,,uuid:3055750d-e25b-4fee-a4b6-0af7f0428070,42,ncrispus,1,1,
2021-05-12T16:37:52.683Z,uuid:d0a90f23-091e-4d35-bd88-a5db6333e2ad,1620829584941.wav,46,3,,,0.3772883,32.5522817,1208.37410842392,4.9,,uuid:d0a90f23-091e-4d35-bd88-a5db6333e2ad,42,ncrispus,1,1,
2021-05-12T16:37:51.038Z,uuid:f4c3bc38-7b06-4bd2-ad50-25fca1908610,1620829539928.wav,45,3,,,0.37727,32.5522667,1223.21776547113,4.9,,uuid:f4c3bc38-7b06-4bd2-ad50-25fca1908610,42,ncrispus,1,1,
2021-05-12T16:37:49.058Z,uuid:53585e85-992e-4a46-a6ef-1a6e88dc61dc,1620829459019.wav,40,3,,,0.3772683,32.5522567,1206.86466519482,4.1,,uuid:53585e85-992e-4a46-a6ef-1a6e88dc61dc,42,ncrispus,1,1,
2021-05-12T16:37:47.653Z,uuid:143c7190-337a-49a0-ae23-95792be17e7e,1620829407110.wav,45,3,,,0.3772633,32.552225,1208.58946797204,4.1,,uuid:143c7190-337a-49a0-ae23-95792be17e7e,42,ncrispus,1,1,
2021-05-12T16:37:45.889Z,uuid:9de79976-9304-4cca-99ea-ceef199b845c,1620829362008.wav,54,3,,,0.377225,32.5521817,1216.40875489888,4.1,,uuid:9de79976-9304-4cca-99ea-ceef199b845c,42,ncrispus,1,1,
2021-05-12T16:37:42.645Z,uuid:9fd57d6f-a940-4848-868e-259ccf9f69cd,1620829292571.wav,44,3,,,0.37722,32.5521733,1197.02767836627,3.9,,uuid:9fd57d6f-a940-4848-868e-259ccf9f69cd,42,ncrispus,1,1,
2021-05-12T16:37:40.836Z,uuid:71d964dd-d494-41ba-b570-4af61b3a2cf1,1620829251389.wav,54,7,,,0.376955,32.55175,1223.86584839045,3.9,,uuid:71d964dd-d494-41ba-b570-4af61b3a2cf1,42,ncrispus,1,1,
2021-05-12T16:37:38.716Z,uuid:fc35acab-3140-4719-bbca-ea53b0e88553,1620829215650.wav,51,3,,,0.376956,32.5517441,1222.45919681447,4.144,,uuid:fc35acab-3140-4719-bbca-ea53b0e88553,42,ncrispus,1,1,
2021-05-12T16:37:36.555Z,uuid:aaa1acb1-fea6-4e5b-97c3-d02a2114ae4b,1620829150704.wav,51,10,,,0.3767417,32.55132,1221.21971728109,4.6,,uuid:aaa1acb1-fea6-4e5b-97c3-d02a2114ae4b,42,ncrispus,1,1,
2021-05-12T16:37:33.879Z,uuid:da6fbd1c-d353-40e9-b39c-338538f0d725,1620829067335.wav,44,3,,,0.3764383,32.55061,1217.39474780279,3.9,,uuid:da6fbd1c-d353-40e9-b39c-338538f0d725,42,ncrispus,1,1,
2021-05-12T16:37:30.734Z,uuid:9b791610-e10b-48cd-ba8c-1ba6b46f56d4,1620829015154.wav,54,3,,,0.375565,32.5498933,1248.89148358614,3.9,,uuid:9b791610-e10b-48cd-ba8c-1ba6b46f56d4,42,ncrispus,1,1,
2021-05-12T16:37:28.616Z,uuid:675bafaa-9a61-4abd-929e-3ff4ab047922,1620828966041.wav,50,5,,,0.37556,32.549885,1221.77705106183,3.9,,uuid:675bafaa-9a61-4abd-929e-3ff4ab047922,42,ncrispus,1,1,
2021-05-12T16:37:27.026Z,uuid:9f963529-3f0a-45ac-9d4c-35afdfe40893,1620828910451.wav,49,3,,,0.3755335,32.5498797,1219.54725286778,4.84,,uuid:9f963529-3f0a-45ac-9d4c-35afdfe40893,42,ncrispus,1,1,
2021-05-12T16:37:24.618Z,uuid:ed9dfe2d-03f7-4db7-93d3-00fc39b40798,1620828857997.wav,51,3,,,0.3750917,32.5500217,1211.59816778423,4.3,,uuid:ed9dfe2d-03f7-4db7-93d3-00fc39b40798,42,ncrispus,1,1,
2021-05-12T16:37:22.560Z,uuid:c87eab43-a674-4ecf-925d-60c9a746b063,1620828785783.wav,45,3,,,0.3745593,32.5503011,1225.75977420223,4.85,,uuid:c87eab43-a674-4ecf-925d-60c9a746b063,42,ncrispus,1,1,
2021-05-12T16:37:20.221Z,uuid:1ec63532-1f8a-4250-bf49-559507fb4cc4,1620828743266.wav,45,7,,,0.374285,32.550545,1218.98127329791,4,,uuid:1ec63532-1f8a-4250-bf49-559507fb4cc4,42,ncrispus,1,1,
2021-05-12T16:37:18.214Z,uuid:beea7d2b-87e3-4e5e-adb7-55c1f788ceb5,1620828653127.wav,52,3,,,0.3736517,32.5510518,1226.15848975822,3.9,,uuid:beea7d2b-87e3-4e5e-adb7-55c1f788ceb5,42,ncrispus,1,1,
2021-05-12T16:37:16.560Z,uuid:e5859529-a3b5-4335-8254-a90e2dc90c57,1620828608693.wav,51,3,,,0.3730264,32.5513884,1222.29081709283,3.9,,uuid:e5859529-a3b5-4335-8254-a90e2dc90c57,42,ncrispus,1,1,
2021-05-12T16:37:14.938Z,uuid:ae7823de-d24f-448a-93ef-4468aa5fb3ab,1620828566863.wav,50,3,,,0.3729884,32.5514112,1211.38544831409,4.98,,uuid:ae7823de-d24f-448a-93ef-4468aa5fb3ab,42,ncrispus,1,1,
2021-05-12T16:37:13.395Z,uuid:cd4fb47c-89e3-4530-ab1b-1a61501a7903,1620828528621.wav,39,3,,,0.3726199,32.5515933,1214.76423877048,3.9,,uuid:cd4fb47c-89e3-4530-ab1b-1a61501a7903,42,ncrispus,1,1,
2021-05-12T16:37:11.665Z,uuid:bedfd7ef-7fa8-4a09-b72b-e98ffc38d7b1,1620828480496.wav,48,3,,,0.3721483,32.55193,1226.05543239532,3.9,,uuid:bedfd7ef-7fa8-4a09-b72b-e98ffc38d7b1,42,ncrispus,1,1,
2021-05-12T16:37:09.744Z,uuid:c4b32897-fd99-45c5-a1e2-8a474ad77071,1620828434415.wav,48,3,,,0.3715183,32.5523,1221.57533594668,3.9,,uuid:c4b32897-fd99-45c5-a1e2-8a474ad77071,42,ncrispus,1,1,
2021-05-12T16:37:08.243Z,uuid:8ba20238-16f0-4761-8954-25a466a59a74,1620828386450.wav,52,3,,,0.3714979,32.5523068,1214.56318106315,3.3,,uuid:8ba20238-16f0-4761-8954-25a466a59a74,42,ncrispus,1,1,
2021-05-12T16:37:06.637Z,uuid:7edcd5da-d3aa-4b39-b196-0e6e5e897960,1620828346664.wav,41,3,,,0.3714599,32.5523331,1218.9130495948,4.975,,uuid:7edcd5da-d3aa-4b39-b196-0e6e5e897960,42,ncrispus,1,1,
2021-05-12T16:37:04.865Z,uuid:e515abf5-e614-4ea3-bd05-592bc31d886d,1620828305541.wav,41,3,,,0.3712034,32.5524851,1218.97488287874,3.9,,uuid:e515abf5-e614-4ea3-bd05-592bc31d886d,42,ncrispus,1,1,
2021-05-12T16:37:03.259Z,uuid:ae7cd48e-5700-4ebe-a386-a818342cda00,1620828271582.wav,47,3,,,0.3704557,32.5530272,1219.55625603947,3.9,,uuid:ae7cd48e-5700-4ebe-a386-a818342cda00,42,ncrispus,1,1,
2021-05-12T16:37:01.374Z,uuid:01e347df-e04e-4795-aa2f-11903fa6a84b,1620828219622.wav,57,12,,,0.3703643,32.5530636,1228.49091395619,3.9,,uuid:01e347df-e04e-4795-aa2f-11903fa6a84b,42,ncrispus,1,1,
2021-05-12T16:36:59.573Z,uuid:71eefaf1-ca89-46b4-b885-bde2d2d11f8d,1620828187375.wav,58,2,,,0.3703017,32.553095,1211.67494565282,3.9,,uuid:71eefaf1-ca89-46b4-b885-bde2d2d11f8d,42,ncrispus,1,1,
2021-05-12T16:36:57.330Z,uuid:1e7531af-0297-4350-844f-da86f168e66d,1620828151511.wav,47,5,,,0.3698697,32.5533841,1212.81373232071,3.912,,uuid:1e7531af-0297-4350-844f-da86f168e66d,42,ncrispus,1,1,
2021-05-12T16:36:55.492Z,uuid:e2f7d608-8a77-4a01-91ef-54f35edd4998,1620828112137.wav,41,3,,,0.3698316,32.5533945,1225.02598348593,4.825,,uuid:e2f7d608-8a77-4a01-91ef-54f35edd4998,42,ncrispus,1,1,
2021-05-12T16:35:28.428Z,uuid:f72edece-f0bd-4a1c-9aee-c105e435f30c,1620837148789.wav,56,1,,,0.3398672,32.5726793,1237.54881932429,3.9,,uuid:f72edece-f0bd-4a1c-9aee-c105e435f30c,44,njohn,1,1,
2021-05-12T16:35:27.133Z,uuid:9c25ab02-6954-4b5c-a800-75fd92264a1a,1620837102469.wav,47,5,,,0.3398567,32.5726933,1203.15532770464,3.947,,uuid:9c25ab02-6954-4b5c-a800-75fd92264a1a,44,njohn,1,1,
2021-05-12T16:35:25.865Z,uuid:78614fe5-7224-4e83-bc31-a799603194c9,1620837067455.wav,31,3,,,0.3398533,32.5726983,1227.15727653939,3.9,,uuid:78614fe5-7224-4e83-bc31-a799603194c9,44,njohn,1,1,
2021-05-12T16:35:24.274Z,uuid:3b977407-d49a-4689-bd54-0926a5380474,1620837029722.wav,51,2,,,0.3398438,32.5727085,1220.51658777269,4.494,,uuid:3b977407-d49a-4689-bd54-0926a5380474,44,njohn,1,1,
2021-05-12T16:35:22.957Z,uuid:dfcb5cfc-5bea-41e4-bafc-17dddd001acd,1620836976854.wav,52,2,3,,0.3397234,32.5728503,1211.19253435648,4.245,,uuid:dfcb5cfc-5bea-41e4-bafc-17dddd001acd,44,njohn,1,1,
2021-05-12T16:35:21.702Z,uuid:fb3e0663-8840-4f7f-a818-f364c3500f3c,1620836812562.wav,46,3,,,0.3391823,32.5737443,1374.47535913412,5.133,,uuid:fb3e0663-8840-4f7f-a818-f364c3500f3c,44,njohn,1,1,
2021-05-12T16:35:20.405Z,uuid:95d5cf25-bbdb-4e10-ae46-b19d23cb228b,1620836726079.wav,46,2,,,0.3391653,32.5738782,1383.48469018173,4.944,,uuid:95d5cf25-bbdb-4e10-ae46-b19d23cb228b,44,njohn,1,1,
2021-05-12T16:35:18.485Z,uuid:c703a467-0bc2-4acd-976b-b890580daf60,1620836642472.wav,52,3,,,0.3404,32.5738983,1236.00907375554,12.159,,uuid:c703a467-0bc2-4acd-976b-b890580daf60,44,njohn,1,1,
2021-05-12T16:35:17.304Z,uuid:e11a4b69-432f-4cbc-b3d9-4b6ec15f939f,1620836600958.wav,48,3,,,0.3404,32.5738983,1236.02779604661,4.2,,uuid:e11a4b69-432f-4cbc-b3d9-4b6ec15f939f,44,njohn,1,1,
2021-05-12T16:35:16.250Z,uuid:697b2d7e-4af3-4df6-922a-83b09cee141c,1620836564475.wav,52,3,,,0.3409617,32.5752517,1212.02027361098,4.2,,uuid:697b2d7e-4af3-4df6-922a-83b09cee141c,44,njohn,1,1,
